payment_id,candidate_id,label,scenario,sameCustomer,amountRatio,amountDifferencePaise,hasReference,referenceMatch,referenceSimilarity,paymentMethodCommon,outstandingRatio,paymentIsPartial,paymentIsExact,paymentIsExcess,candidateIsOpen,candidateIsPartiallyRecovered,numCandidates,obligationAgeHours,withinRecoveryWindow,daysSinceCreation
P-000005,O-000767,0,duplicate,1,0.264405480690343,149731,1,0,0.5,0,1.0,1,0,0,1,0,5.0,390.1052531388197,0,16.25438554745082
P-000005,O-000768,0,duplicate,1,0.18341495332835775,239613,1,0,0.5,0,1.0,1,0,0,1,0,5.0,348.0472103326129,0,14.501967097192205
P-000005,O-000769,0,duplicate,1,0.12080835198283274,391679,1,0,0.8,0,1.0,1,0,0,1,0,5.0,-200.90534912141476,1,-8.371056213392281
P-000006,O-000872,1,exact_full,1,1.0,0,1,1,1.0,1,1.0,0,1,0,1,0,7.0,20.406831012523163,1,0.8502846255217985
P-000006,O-000873,0,exact_full,1,0.642077822324894,123020,1,0,0.6,1,1.0,1,0,0,1,0,7.0,-11.775967070519407,1,-0.49066529460497527
P-000006,O-000874,0,exact_full,1,0.6639089782313089,111718,1,0,0.6,1,1.0,1,0,0,1,0,7.0,-510.6953644928776,1,-21.278973520536567
P-000006,O-000875,0,exact_full,1,0.8504932942808694,38794,1,0,0.9,1,1.0,1,0,0,1,0,7.0,-531.0149121464303,1,-22.1256213394346
P-000006,O-000876,0,exact_full,1,3.261064235367133,153013,1,0,0.6,1,1.0,0,0,1,1,0,7.0,-674.815485544523,1,-28.117311897688456
P-000006,O-000877,0,exact_full,1,0.49153841013876204,228284,1,0,0.6,1,1.0,1,0,0,1,0,7.0,-17.770633675540452,1,-0.7404430698141855
P-000006,O-000878,0,exact_full,1,0.6164740586790919,137295,1,0,0.6,1,1.0,1,0,0,1,0,7.0,-84.77059290781197,1,-3.5321080378254988
P-000007,O-001006,1,delayed,0,1.0,0,1,1,1.0,0,1.0,0,1,0,1,0,3.0,283.2206602573595,0,11.800860844056645
P-000007,O-000446,0,delayed,1,0.3571211435765971,268580,1,0,0.7,0,1.0,1,0,0,1,0,3.0,354.02783957072205,0,14.75115998211342
P-000007,O-000447,0,delayed,1,0.33099208664535434,301560,1,0,0.6,0,1.0,1,0,0,1,0,3.0,-54.199317697852734,1,-2.2583049040771974
P-000008,O-000311,1,similar_amounts,1,1.0,0,1,1,1.0,0,1.0,0,1,0,1,0,6.0,58.74160149867947,1,2.4475667291116445
P-000008,O-000310,0,similar_amounts,1,0.800833050762026,86930,1,0,0.9,0,1.0,1,0,0,1,0,6.0,-369.3798353795854,1,-15.390826474149392
P-000008,O-000312,0,similar_amounts,1,0.7791422119883464,99081,1,0,0.9,0,1.0,1,0,0,1,0,6.0,-347.22259269812105,1,-14.467608029088376
P-000008,O-000313,0,similar_amounts,1,1.3826114473319884,96728,1,0,0.9,0,1.0,0,0,1,1,0,6.0,-126.96970959175547,1,-5.2904045663231445
P-000008,O-000314,0,similar_amounts,1,1.3473878166209876,90119,1,0,0.9,0,1.0,0,0,1,1,0,6.0,-61.679309078289066,1,-2.569971211595378
P-000008,O-000315,0,similar_amounts,1,0.7174425287356322,137662,1,0,0.6,0,1.0,1,0,0,1,0,6.0,-72.98420679607034,1,-3.0410086165029306
P-000009,O-000949,1,failed_then,0,1.0,0,1,1,1.0,1,1.0,0,1,0,1,0,10,66.91940119460833,1,2.78830838310868
P-000009,O-000001,0,failed_then,0,1.0489551175790528,19521,1,0,0.4,1,1.0,0,0,1,1,0,10,119.24895826047259,0,4.968706594186358
P-000009,O-000003,0,failed_then,0,0.973114952423051,11556,1,0,0.7,1,1.0,1,0,0,1,0,10,87.12689177384868,0,3.630287157243695
P-000009,O-000004,0,failed_then,0,0.9284867588625718,32216,1,0,0.4,1,1.0,1,0,0,1,0,10,455.92590349096554,0,18.9969126454569
P-000009,O-000005,0,failed_then,0,1.1169312522530943,43789,1,0,0.4,1,1.0,0,0,1,1,0,10,376.77985981220786,0,15.699160825508661
P-000009,O-000006,0,failed_then,0,1.6116657483364094,158745,1,0,0.4,1,1.0,0,0,1,1,0,10,300.28748564121986,0,12.51197856838416
P-000009,O-000008,0,failed_then,0,0.9675997038956232,14006,1,0,0.4,1,1.0,1,0,0,1,0,10,290.6728822309272,0,12.1113700929553
P-000009,O-000009,0,failed_then,0,1.495887216754406,138658,1,0,0.5,1,1.0,0,0,1,1,0,10,193.9250406090838,0,8.080210025378491
P-000009,O-000010,0,failed_then,0,1.8617923814441248,193612,1,0,0.4,1,1.0,0,0,1,1,0,10,399.6466731704681,0,16.65194471543617
P-000009,O-000011,0,failed_then,0,0.8793586988971067,57384,1,0,0.4,1,1.0,1,0,0,1,0,10,297.5055869243387,0,12.396066121847445
P-000009,O-000014,0,failed_then,0,1.3639843994573724,111618,1,0,0.4,1,1.0,0,0,1,1,0,10,80.19228901668521,0,3.341345375695217
P-000009,O-000017,0,failed_then,0,1.3452439149899655,107346,1,0,0.7,1,1.0,0,0,1,1,0,10,261.70090871877807,0,10.904204529949086
P-000009,O-000021,0,failed_then,0,0.8505739646775325,73481,1,0,0.7,1,1.0,1,0,0,1,0,10,135.32874322070603,0,5.638697634196085
P-000009,O-000023,0,failed_then,0,1.5517722392467335,148728,1,0,0.7,1,1.0,0,0,1,1,0,10,49.521965444904026,1,2.063415226871001
P-000009,O-000024,0,failed_then,0,1.020778016399844,8514,1,0,0.4,1,1.0,0,0,1,1,0,10,613.137096319931,0,25.547379013330456
P-000009,O-000025,0,failed_then,0,0.9799866921577448,8542,1,0,0.4,1,1.0,1,0,0,1,0,10,-47.78089472987381,1,-1.990870613744742
P-000009,O-000027,0,failed_then,0,1.5464766757003576,147805,1,0,0.4,1,1.0,0,0,1,1,0,10,168.87652933883317,0,7.036522055784715
P-000009,O-000028,0,failed_then,0,1.1751547350469613,62343,1,0,0.4,1,1.0,0,0,1,1,0,10,212.07768506496865,0,8.83657021104036
P-000009,O-000030,0,failed_then,0,1.68235568569406,169650,1,0,0.7,1,1.0,0,0,1,1,0,10,242.09799112383695,0,10.08741629682654
P-000009,O-000034,0,failed_then,0,1.470181543382366,133769,1,0,0.7,1,1.0,0,0,1,1,0,10,267.82521494671954,0,11.159383956113315
P-000010,O-000110,0,multi_obligation,1,1.931475322299237,450060,0,0,0.0,1,1.0,0,0,1,1,0,7.0,-68.66574999820432,1,-2.8610729165918465
P-000010,O-000111,0,multi_obligation,1,2.7112198948316433,589019,0,0,0.0,1,1.0,0,0,1,1,0,7.0,-390.44200225329706,1,-16.268416760554043
P-000010,O-000112,0,multi_obligation,1,5.0,815548,0,0,0.0,1,1.0,0,0,1,1,0,7.0,-289.26245810424706,1,-12.052602421010294
P-000010,O-000113,0,multi_obligation,1,4.158793042749745,708830,0,0,0.0,1,1.0,0,0,1,1,0,7.0,-556.1113621532506,1,-23.171306756385444
P-000010,O-000114,0,multi_obligation,1,2.9707518009543548,619090,0,0,0.0,1,1.0,0,0,1,1,0,7.0,-315.0940975076318,1,-13.128920729484657
P-000010,O-000115,0,multi_obligation,1,2.0133174263474913,469701,0,0,0.0,1,1.0,0,0,1,1,0,7.0,4.1363612555132505,1,0.17234838564638544
P-000010,O-000116,0,multi_obligation,1,5.0,849745,0,0,0.0,1,1.0,0,0,1,1,0,7.0,9.018457875706304,1,0.37576907815442934
P-000011,O-000007,1,corrupted_ref,1,1.0,0,1,0,0.0,1,1.0,0,1,0,1,0,3.0,46.415992863213546,1,1.9339997026338978
P-000011,O-000008,0,corrupted_ref,1,0.4161238086425465,252398,1,0,0.0,1,1.0,1,0,0,1,0,3.0,83.25561302617382,1,3.468983876090576
P-000011,O-000009,0,corrupted_ref,1,0.6433179789425498,99734,1,0,0.0,1,1.0,1,0,0,1,0,3.0,-13.492228595669587,1,-0.5621761914862328
P-000012,O-000743,0,missing_ref,1,0.7509530916064787,74929,0,0,0.0,1,1.0,1,0,0,1,0,3.0,40.182056476965,1,1.6742523532068752
P-000012,O-000744,1,missing_ref,1,1.0,0,0,0,0.0,1,1.0,0,1,0,1,0,3.0,4.4654180528074505,1,0.18605908553364378
P-000012,O-000745,0,missing_ref,1,3.2999926969984665,157469,0,0,0.0,1,1.0,0,0,1,1,0,3.0,49.8945893150409,1,2.078941221460038
P-000013,O-001036,1,multi_obligation,1,3.115249063410573,762230,1,1,1.0,1,1.0,0,0,1,1,0,5.0,91.62133692384413,1,3.817555705160172
P-000013,O-001034,0,multi_obligation,1,5.0,898528,1,0,0.9,1,1.0,0,0,1,1,0,5.0,-155.2324967036085,1,-6.468020695983687
P-000013,O-001035,1,multi_obligation,1,2.70270660689436,707226,1,0,0.6,1,1.0,0,0,1,1,0,5.0,206.72241686327692,0,8.613434035969872
P-000013,O-001037,0,multi_obligation,1,4.842693769439496,890771,1,0,0.6,1,1.0,0,0,1,1,0,5.0,-97.84432562482897,1,-4.07684690103454
P-000013,O-001038,1,multi_obligation,1,3.2362573369157857,775704,1,0,0.6,1,1.0,0,0,1,1,0,5.0,118.66728719721752,0,4.944470299884063
P-000014,O-000164,0,noisy_contact,1,0.9038464279774774,20236,0,0,0.0,0,1.0,1,0,0,1,0,8.0,141.84580822403444,0,5.910242009334769
P-000014,O-000165,0,noisy_contact,1,0.48524883738134655,201784,0,0,0.0,0,1.0,1,0,0,1,0,8.0,368.512769923268,0,15.354698746802834
P-000014,O-000166,0,noisy_contact,1,1.2801084820587365,41623,0,0,0.0,0,1.0,0,0,1,1,0,8.0,120.39250998543372,0,5.016354582726405
P-000014,O-000167,0,noisy_contact,1,1.140456376804643,23427,0,0,0.0,0,1.0,0,0,1,1,0,8.0,196.56080409003795,0,8.19003350375158
P-000014,O-000168,0,noisy_contact,1,0.5005670948166744,189788,0,0,0.0,0,1.0,1,0,0,1,0,8.0,-34.01415811477,1,-1.4172565881154167
P-000014,O-000169,0,noisy_contact,1,3.6628475698990988,138287,0,0,0.0,0,1.0,0,0,1,1,0,8.0,28.348771519039587,1,1.1811988132933162
P-000014,O-000170,0,noisy_contact,1,0.3870235934664247,301273,0,0,0.0,0,1.0,1,0,0,1,0,8.0,236.60995928244415,0,9.858748303435172
P-000014,O-000171,0,noisy_contact,1,0.5365354890390712,164313,0,0,0.0,0,1.0,1,0,0,1,0,8.0,370.91601747444406,0,15.45483406143517
P-000015,O-000042,1,similar_amounts,1,1.0,0,1,1,1.0,1,1.0,0,1,0,1,0,2.0,21.583414488777606,1,0.8993089370324002
P-000015,O-000041,0,similar_amounts,1,0.7417491805170039,76106,1,0,0.6,1,1.0,1,0,0,1,0,2.0,-366.3450244439055,1,-15.264376018496064
P-000016,O-000076,1,exact_full,0,0.9928286785125646,2541,1,1,1.0,0,1.0,1,0,0,1,0,3.0,58.85349147062374,1,2.452228811275989
P-000016,O-000041,0,exact_full,1,1.1937203510034,57089,1,0,0.8,0,1.0,0,0,1,1,0,3.0,-203.25014285005318,1,-8.46875595208555
P-000016,O-000042,0,exact_full,1,1.6093315400380617,133195,1,0,0.5,0,1.0,0,0,1,1,0,3.0,184.67829608262994,0,7.6949290034429145
P-000017,O-001056,1,similar_amounts,1,1.0,0,1,1,1.0,1,1.0,0,1,0,1,0,8.0,52.666153526773996,1,2.194423063615583
P-000017,O-001054,0,similar_amounts,1,0.8665112103149861,10705,1,0,0.9,1,1.0,1,0,0,1,0,8.0,329.9846808202156,0,13.749361700842316
P-000017,O-001055,0,similar_amounts,1,1.0945045598450125,6000,1,0,0.9,1,1.0,0,0,1,1,0,8.0,-168.7229271020248,1,-7.030121962584367
P-000017,O-001057,0,similar_amounts,1,0.1569184910858446,373346,1,0,0.6,1,1.0,1,0,0,1,0,8.0,239.14792741574834,0,9.96449697565618
P-000017,O-001058,0,similar_amounts,1,0.2765181058495822,181811,1,0,0.9,1,1.0,1,0,0,1,0,8.0,-267.8635210924828,1,-11.160980045520118
P-000017,O-001059,0,similar_amounts,1,0.18260677617800014,311050,1,0,0.6,1,1.0,1,0,0,1,0,8.0,-150.95950219499485,1,-6.289979258124785
P-000017,O-001060,0,similar_amounts,1,0.1731588678850342,331813,1,0,0.8,1,1.0,1,0,0,1,0,8.0,-194.60947124530736,1,-8.108727968554474
P-000017,O-001061,0,similar_amounts,1,0.21780449657256232,249554,1,0,0.8,1,1.0,1,0,0,1,0,8.0,217.04285022698275,0,9.043452092790949
P-000018,O-000991,1,exact_full,1,1.0,0,1,1,1.0,1,1.0,0,1,0,1,0,4.0,63.76578533048184,1,2.65690772210341
P-000018,O-000992,0,exact_full,1,0.9968912575937281,1418,1,0,0.9,1,1.0,1,0,0,1,0,4.0,67.39603789949302,1,2.8081682458122095
P-000018,O-000993,0,exact_full,1,1.0233584494616685,10379,1,0,0.6,1,1.0,0,0,1,1,0,4.0,3.2461633493000903,1,0.1352568062208371
P-000018,O-000994,0,exact_full,1,1.0489122536683038,21204,1,0,0.6,1,1.0,0,0,1,1,0,4.0,-599.4418126746717,1,-24.976742194777987
P-000019,O-000622,1,exact_partial,1,0.4445459853273424,153167,1,1,1.0,0,1.0,1,0,0,1,0,7.0,112.14172330860066,1,4.6725718045250275
P-000019,O-000618,0,exact_partial,1,0.2757826297258687,321911,1,0,0.5,0,1.0,1,0,0,1,0,7.0,196.54904289470096,0,8.189543453945873
P-000019,O-000619,0,exact_partial,1,0.26142831855764864,346317,1,0,0.8,0,1.0,1,0,0,1,0,7.0,257.8851796247126,0,10.745215817696357
P-000019,O-000620,0,exact_partial,1,0.2547030639001666,358698,1,0,0.9,0,1.0,1,0,0,1,0,7.0,226.12585304929092,0,9.421910543720456
P-000019,O-000621,0,exact_partial,1,0.2568468251390737,354681,1,0,0.9,0,1.0,1,0,0,1,0,7.0,-25.891190778812586,1,-1.0787996157838577
P-000019,O-000623,0,exact_partial,1,0.3253334041056808,254211,1,0,0.9,0,1.0,1,0,0,1,0,7.0,-55.30410911513701,1,-2.3043378797973753
P-000019,O-000624,0,exact_partial,1,2.449867098347223,72547,1,0,0.6,0,1.0,0,0,1,1,0,7.0,6.934934278039975,1,0.2889555949183323
P-000020,O-000659,1,failed_then,1,1.0,0,1,1,1.0,1,1.0,0,1,0,1,0,6.0,46.18354653824957,1,1.9243144390937321
P-000020,O-000660,0,failed_then,1,5.0,307569,1,0,0.8,1,1.0,0,0,1,1,0,6.0,290.13725320044205,0,12.089052216685085
P-000020,O-000661,0,failed_then,1,2.4232761798813813,220057,1,0,0.5,1,1.0,0,0,1,1,0,6.0,145.83444356172095,0,6.076435148405039
P-000020,O-000662,0,failed_then,1,5.0,301836,1,0,0.5,1,1.0,0,0,1,1,0,6.0,376.04628538694686,0,15.66859522445612
P-000020,O-000663,0,failed_then,1,1.309718983881511,88601,1,0,0.5,1,1.0,0,0,1,1,0,6.0,-272.36157291986893,1,-11.348398871661205
P-000020,O-000664,0,failed_then,1,1.1278412768173485,42469,1,0,0.5,1,1.0,0,0,1,1,0,6.0,164.19601855397917,0,6.8415007730824655
P-000021,O-000063,0,missing_ref,1,3.372207509733764,285749,0,0,0.0,0,1.0,0,0,1,1,0,8.0,115.76373840352653,1,4.823489100146939
P-000021,O-000064,0,missing_ref,1,2.1354649114967486,215987,0,0,0.0,0,1.0,0,0,1,1,0,8.0,165.591169735471,0,6.899632072311292
P-000021,O-000065,0,missing_ref,1,1.6491924679057757,159900,0,0,0.0,0,1.0,0,0,1,1,0,8.0,279.1359556929919,0,11.630664820541329
P-000021,O-000066,0,missing_ref,1,3.0426959895731898,272704,0,0,0.0,0,1.0,0,0,1,1,0,8.0,438.90416914320804,0,18.287673714300336
P-000021,O-000067,1,missing_ref,1,1.0,0,0,0,0.0,0,1.0,0,1,0,1,0,8.0,24.999922521138274,1,1.0416634383807615
P-000021,O-000068,0,missing_ref,1,1.939541812695169,196772,0,0,0.0,0,1.0,0,0,1,1,0,8.0,720.8147669949597,0,30
P-000021,O-000069,0,missing_ref,1,2.9308426589320113,267609,0,0,0.0,0,1.0,0,0,1,1,0,8.0,201.81777436434243,0,8.409073931847601
P-000021,O-000070,0,missing_ref,1,1.9779998246997985,200844,0,0,0.0,0,1.0,0,0,1,1,0,8.0,607.7653019387353,0,25.323554247447305
P-000022,O-000448,1,corrupted_ref,1,0.9856216577096786,6504,1,0,0.9,0,1.0,1,0,0,1,0,5.0,92.53273307354482,1,3.855530544731034
P-000022,O-000449,0,corrupted_ref,1,1.8088037811631539,199358,1,0,0.5,0,1.0,0,0,1,1,0,5.0,696.8221323171327,0,29.034255513213864
P-000022,O-000450,0,corrupted_ref,1,1.4663717541811245,141798,1,0,0.5,0,1.0,0,0,1,1,0,5.0,710.4563206948089,0,29.60234669561704
P-000022,O-000451,0,corrupted_ref,1,5.0,364745,1,0,0.5,0,1.0,0,0,1,1,0,5.0,163.32530984693267,0,6.805221243622195
P-000022,O-000452,0,corrupted_ref,1,2.0796565026144798,231460,1,0,0.8,0,1.0,0,0,1,1,0,5.0,675.4030725764123,0,28.14179469068385
P-000023,O-000372,1,exact_full,1,0.9801547847251497,4990,1,1,1.0,1,1.0,1,0,0,1,0,8.0,102.10484782338318,1,4.254368659307633
P-000023,O-000366,0,exact_full,1,0.5882243432311096,172527,1,0,0.8,1,1.0,1,0,0,1,0,8.0,-70.97697703992947,1,-2.9573740433303946
P-000023,O-000367,0,exact_full,1,0.7002565698065923,105495,1,0,0.8,1,1.0,1,0,0,1,0,8.0,369.8777055061525,0,15.411571062756353
P-000023,O-000368,0,exact_full,1,0.505141475112473,241439,1,0,0.8,1,1.0,1,0,0,1,0,8.0,59.800620866790325,1,2.4916925361162634
P-000023,O-000369,0,exact_full,1,0.6659227175578294,123641,1,0,0.5,1,1.0,1,0,0,1,0,8.0,57.53046458308967,1,2.3971026909620696
P-000023,O-000370,0,exact_full,1,0.9721133138218565,7070,1,0,0.6,1,1.0,1,0,0,1,0,8.0,362.85395176793156,0,15.118914656997148
P-000023,O-000371,0,exact_full,1,0.5946048971379079,168031,1,0,0.9,1,1.0,1,0,0,1,0,8.0,167.23543847844013,0,6.968143269935005
P-000023,O-000373,0,exact_full,1,0.8690421199245403,37139,1,0,0.6,1,1.0,1,0,0,1,0,8.0,-81.90649476934254,1,-3.4127706153892725
P-000024,O-000294,1,delayed,0,1.0,0,1,1,1.0,0,1.0,0,1,0,1,0,10,211.79244783880893,0,8.824685326617038
P-000024,O-000001,0,delayed,0,1.1139778258721564,45449,1,0,0.7,0,1.0,0,0,1,1,0,10,219.68218518644665,0,9.15342438276861
P-000024,O-000003,0,delayed,0,1.03343647488542,14372,1,0,0.4,0,1.0,0,0,1,1,0,10,187.56011869982274,0,7.815004945825947
P-000024,O-000004,0,delayed,0,0.986041865524207,6288,1,0,0.8,0,1.0,1,0,0,1,0,10,556.3591304169396,0,23.18163043403915
P-000024,O-000005,0,delayed,0,1.1861676702671669,69717,1,0,0.7,0,1.0,0,0,1,1,0,10,477.2130867381819,0,19.883878614090914
P-000024,O-000006,0,delayed,0,1.7115698053011417,184673,1,0,0.7,0,1.0,0,0,1,1,0,10,400.7207125671939,0,16.696696356966413
P-000024,O-000008,0,delayed,0,1.0275793467197187,11922,1,0,0.7,0,1.0,0,0,1,1,0,10,391.10610915690125,0,16.296087881537552
P-000024,O-000009,0,delayed,0,1.5886143854428931,164586,1,0,0.7,0,1.0,0,0,1,1,0,10,294.35826753505785,0,12.264927813960744
P-000024,O-000010,0,delayed,0,1.977201306852071,219540,1,0,0.7,0,1.0,0,0,1,1,0,10,500.07990009644215,0,20.836662504018424
P-000024,O-000011,0,delayed,0,0.933868451702694,31456,1,0,0.7,0,1.0,1,0,0,1,0,10,397.9388138503127,0,16.580783910429698
P-000024,O-000014,0,delayed,0,1.448535166440572,137546,1,0,0.8,0,1.0,0,0,1,1,0,10,180.62551594265926,0,7.52606316427747
P-000024,O-000017,0,delayed,0,1.4286329954201615,133274,1,0,0.4,0,1.0,0,0,1,1,0,10,362.1341356447521,0,15.088922318531338
P-000024,O-000021,0,delayed,0,0.9032994072251426,47553,1,0,0.4,0,1.0,1,0,0,1,0,10,235.76197014668008,0,9.823415422778337
P-000024,O-000023,0,delayed,0,1.647963612889822,174656,1,0,0.4,0,1.0,0,0,1,1,0,10,149.95519237087808,1,6.248133015453253
P-000024,O-000024,0,delayed,0,1.084054080437329,34442,1,0,0.8,0,1.0,0,0,1,1,0,10,713.570323245905,0,29.732096801912707
P-000024,O-000025,0,delayed,0,1.0407341805368122,17386,1,0,0.4,0,1.0,0,0,1,1,0,10,52.65233219610025,1,2.19384717483751
P-000024,O-000027,0,delayed,0,1.6423397875542114,173733,1,0,0.7,0,1.0,0,0,1,1,0,10,269.3097562648072,0,11.221239844366968
P-000024,O-000028,0,delayed,0,1.2480003146677305,88271,1,0,0.7,0,1.0,0,0,1,1,0,10,312.5109119909427,0,13.021287999622613
P-000024,O-000030,0,delayed,0,1.7866416757835124,195578,1,0,0.4,0,1.0,0,0,1,1,0,10,342.531218049811,0,14.272134085408792
P-000024,O-000034,0,delayed,0,1.5613152668670147,159697,1,0,0.5,0,1.0,0,0,1,1,0,10,368.2584418726936,0,15.344101744695566
P-000025,O-000481,1,exact_partial,1,0.6658040892936814,108612,1,1,1.0,0,1.0,1,0,0,1,0,6.0,27.415528947188022,1,1.1423137061328343
P-000025,O-000477,0,exact_partial,1,1.726437148442175,91048,1,0,0.8,0,1.0,0,0,1,1,0,6.0,20.223805897724446,1,0.8426585790718519
P-000025,O-000478,0,exact_partial,1,1.2721302801375702,46288,1,0,0.5,0,1.0,0,0,1,1,0,6.0,255.8725220066787,0,10.661355083611612
P-000025,O-000479,0,exact_partial,1,0.5023471017588172,214361,1,0,0.8,0,1.0,1,0,0,1,0,6.0,147.41001618426117,0,6.142084007677549
P-000025,O-000480,0,exact_partial,1,0.6547219936096049,114113,1,0,0.9,0,1.0,1,0,0,1,0,6.0,283.8569282245199,0,11.827372009354995
P-000025,O-000482,0,exact_partial,1,0.8238140561943197,46277,1,0,0.9,0,1.0,1,0,0,1,0,6.0,66.65147214227147,1,2.7771446725946447
P-000026,O-000134,0,corrupted_ref,1,1.7724483936289177,102232,1,0,0.6,1,1.0,0,0,1,1,0,4.0,-498.73433504526656,1,-20.780597293552773
P-000026,O-000135,0,corrupted_ref,1,0.5207704329911554,215868,1,0,0.6,1,1.0,1,0,0,1,0,4.0,-671.2353577912435,1,-27.968139907968478
P-000026,O-000136,0,corrupted_ref,1,0.8218938103947249,50834,1,0,0.9,1,1.0,1,0,0,1,0,4.0,-58.488202343127675,1,-2.4370084309636533
P-000026,O-000137,1,corrupted_ref,1,1.0,0,1,0,0.9,1,1.0,0,1,0,1,0,4.0,12.128936364949702,1,0.5053723485395709
P-000027,O-000865,1,delayed,1,1.0,0,1,1,1.0,1,1.0,0,1,0,1,0,8.0,265.9692104605892,0,11.082050435857882
